com.google.javascript.jscomp.CompilationLevel:applySafeCompilationOptions(Lcom/google/javascript/jscomp/CompilerOptions;)V CleanFix
com.google.javascript.rhino.Node:setLineno(I)V NoneFix
com.google.javascript.rhino.ObjArray:<init>()V NoneFix
com.google.javascript.rhino.ScriptOrFnNode:<init>(I)V NoneFix
com.google.javascript.rhino.ScriptOrFnNode:<init>(III)V NoneFix
com.google.javascript.rhino.Node:extractLineno(I)I NoneFix
com.google.javascript.rhino.ScriptRuntime:getMessage0(Ljava/lang/String;)Ljava/lang/String; NoneFix
com.google.javascript.rhino.Context:getCurrentContext()Lcom/google/javascript/rhino/Context; NoneFix
com.google.javascript.rhino.ScriptRuntime:getMessage(Ljava/lang/String;[Ljava/lang/Object;)Ljava/lang/String; NoneFix
com.google.javascript.rhino.ObjToIntMap:<init>(I)V NoneFix
com.google.javascript.rhino.Node$StringNode:getString()Ljava/lang/String; NoneFix
com.google.javascript.rhino.Node:getCharno()I NoneFix
com.google.javascript.rhino.Node:getLineno()I NoneFix
com.google.javascript.rhino.Node:getType()I NoneFix
com.google.javascript.jscomp.parsing.Config:buildAnnotationNames(Ljava/util/Set;)Ljava/util/Map; NoneFix
com.google.javascript.jscomp.parsing.Config:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/util/Set;Z)V NoneFix
com.google.javascript.jscomp.parsing.ParserRunner:getAnnotationNames()Ljava/util/Set; NoneFix
com.google.javascript.jscomp.parsing.ParserRunner:initAnnotationNames()V NoneFix
com.google.javascript.rhino.Node:setOptionalArg(Z)V NoneFix
com.google.javascript.rhino.jstype.AllType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.ArrowType:hashCode()I NoneFix
com.google.javascript.rhino.jstype.BooleanType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.ErrorFunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;)V NoneFix
com.google.javascript.rhino.jstype.ErrorFunctionType:getReturnType()Lcom/google/javascript/rhino/jstype/JSType; NoneFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:addOptionalParams([Lcom/google/javascript/rhino/jstype/JSType;)Z NoneFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:addRequiredParams([Lcom/google/javascript/rhino/jstype/JSType;)Z NoneFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:addVarArgs(Lcom/google/javascript/rhino/jstype/JSType;)Z NoneFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:build()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:hasOptionalOrVarArgs()Z NoneFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:hasVarArgs()Z NoneFix
com.google.javascript.rhino.jstype.FunctionParamBuilder:newParameter(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.jstype.FunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;)V NoneFix
com.google.javascript.rhino.jstype.FunctionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/ObjectType;Ljava/lang/String;ZZ)V NoneFix
com.google.javascript.rhino.jstype.FunctionType:addSubType(Lcom/google/javascript/rhino/jstype/FunctionType;)V NoneFix
com.google.javascript.rhino.jstype.FunctionType:defineProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;ZZ)Z NoneFix
com.google.javascript.rhino.jstype.FunctionType:getInstanceType()Lcom/google/javascript/rhino/jstype/ObjectType; NoneFix
com.google.javascript.rhino.jstype.FunctionType:getPrototype()Lcom/google/javascript/rhino/jstype/FunctionPrototypeType; NoneFix
com.google.javascript.rhino.jstype.FunctionType:getSuperClassConstructor()Lcom/google/javascript/rhino/jstype/FunctionType; NoneFix
com.google.javascript.rhino.jstype.FunctionType:hasCachedValues()Z NoneFix
com.google.javascript.rhino.jstype.FunctionType:hasInstanceType()Z NoneFix
com.google.javascript.rhino.jstype.FunctionType:hashCode()I NoneFix
com.google.javascript.rhino.jstype.FunctionType:isConstructor()Z NoneFix
com.google.javascript.rhino.jstype.FunctionType:isInterface()Z NoneFix
com.google.javascript.rhino.jstype.FunctionType:setPrototype(Lcom/google/javascript/rhino/jstype/FunctionPrototypeType;)Z NoneFix
com.google.javascript.rhino.jstype.FunctionType:setPrototypeBasedOn(Lcom/google/javascript/rhino/jstype/ObjectType;)V NoneFix
com.google.javascript.rhino.jstype.InstanceObjectType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/jstype/FunctionType;Z)V NoneFix
com.google.javascript.rhino.jstype.InstanceObjectType:equals(Ljava/lang/Object;)Z NoneFix
com.google.javascript.rhino.jstype.InstanceObjectType:getConstructor()Lcom/google/javascript/rhino/jstype/FunctionType; NoneFix
com.google.javascript.rhino.jstype.InstanceObjectType:getImplicitPrototype()Lcom/google/javascript/rhino/jstype/ObjectType; NoneFix
com.google.javascript.rhino.jstype.InstanceObjectType:getReferenceName()Ljava/lang/String; NoneFix
com.google.javascript.rhino.jstype.InstanceObjectType:hasReferenceName()Z NoneFix
com.google.javascript.rhino.jstype.InstanceObjectType:hashCode()I NoneFix
com.google.javascript.rhino.jstype.InstanceObjectType:toString()Ljava/lang/String; NoneFix
com.google.javascript.rhino.jstype.JSType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.JSType:equals(Ljava/lang/Object;)Z NoneFix
com.google.javascript.rhino.jstype.JSType:hashCode()I NoneFix
com.google.javascript.rhino.jstype.JSType:isEmptyType()Z NoneFix
com.google.javascript.rhino.jstype.JSType:isSubtype(Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/JSType;)Z NoneFix
com.google.javascript.rhino.jstype.JSType:toObjectType()Lcom/google/javascript/rhino/jstype/ObjectType; NoneFix
com.google.javascript.rhino.jstype.JSTypeNative:values()[Lcom/google/javascript/rhino/jstype/JSTypeNative; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry$1:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/ObjectType;Ljava/lang/String;ZZ)V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry$1:getReturnType()Lcom/google/javascript/rhino/jstype/JSType; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry$2:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/ObjectType;Ljava/lang/String;ZZ)V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry$2:getReturnType()Lcom/google/javascript/rhino/jstype/JSType; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry$3:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/rhino/jstype/ObjectType;Ljava/lang/String;ZZ)V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:<init>(Lcom/google/javascript/rhino/ErrorReporter;)V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createFunctionType(Lcom/google/javascript/rhino/jstype/JSType;Z[Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/FunctionType; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createFunctionTypeWithVarArgs(Lcom/google/javascript/rhino/jstype/JSType;[Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/FunctionType; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createOptionalParameters([Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createOptionalType(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createParameters(Z[Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createParametersWithVarArgs([Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:createUnionType([Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/JSType; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:getNativeObjectType(Lcom/google/javascript/rhino/jstype/JSTypeNative;)Lcom/google/javascript/rhino/jstype/ObjectType; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:getNativeType(Lcom/google/javascript/rhino/jstype/JSTypeNative;)Lcom/google/javascript/rhino/jstype/JSType; NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:initializeBuiltInTypes()V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:initializeRegistry()V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:register(Lcom/google/javascript/rhino/jstype/JSType;)V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:register(Lcom/google/javascript/rhino/jstype/JSType;Ljava/lang/String;)V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:registerNativeType(Lcom/google/javascript/rhino/jstype/JSTypeNative;Lcom/google/javascript/rhino/jstype/JSType;)V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:registerPropertyOnType(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/ObjectType;)V NoneFix
com.google.javascript.rhino.jstype.JSTypeRegistry:resetForTypeCheck()V NoneFix
com.google.javascript.rhino.jstype.NoObjectType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.NoObjectType:getReturnType()Lcom/google/javascript/rhino/jstype/JSType; NoneFix
com.google.javascript.rhino.jstype.NoType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.NullType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.NumberType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.ObjectType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.ObjectType:cast(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/ObjectType; NoneFix
com.google.javascript.rhino.jstype.ObjectType:defineDeclaredProperty(Ljava/lang/String;Lcom/google/javascript/rhino/jstype/JSType;Z)Z NoneFix
com.google.javascript.rhino.jstype.ObjectType:hasCachedValues()Z NoneFix
com.google.javascript.rhino.jstype.ObjectType:isImplicitPrototype(Lcom/google/javascript/rhino/jstype/ObjectType;)Z NoneFix
com.google.javascript.rhino.jstype.ObjectType:isUnknownType()Z NoneFix
com.google.javascript.rhino.jstype.PrototypeObjectType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/lang/String;Lcom/google/javascript/rhino/jstype/ObjectType;Z)V NoneFix
com.google.javascript.rhino.jstype.PrototypeObjectType:getImplicitPrototype()Lcom/google/javascript/rhino/jstype/ObjectType; NoneFix
com.google.javascript.rhino.jstype.PrototypeObjectType:getReferenceName()Ljava/lang/String; NoneFix
com.google.javascript.rhino.jstype.PrototypeObjectType:hasCachedValues()Z NoneFix
com.google.javascript.rhino.jstype.PrototypeObjectType:hasReferenceName()Z NoneFix
com.google.javascript.rhino.jstype.PrototypeObjectType:implicitPrototypeChainIsUnknown()Z NoneFix
com.google.javascript.rhino.jstype.PrototypeObjectType:isNativeObjectType()Z NoneFix
com.google.javascript.rhino.jstype.PrototypeObjectType:isSubtype(Lcom/google/javascript/rhino/jstype/JSType;)Z NoneFix
com.google.javascript.rhino.jstype.PrototypeObjectType:setImplicitPrototype(Lcom/google/javascript/rhino/jstype/ObjectType;)V NoneFix
com.google.javascript.rhino.jstype.StringType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.UnionType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;Ljava/util/Set;)V NoneFix
com.google.javascript.rhino.jstype.UnionTypeBuilder:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.UnionTypeBuilder:addAlternate(Lcom/google/javascript/rhino/jstype/JSType;)Lcom/google/javascript/rhino/jstype/UnionTypeBuilder; NoneFix
com.google.javascript.rhino.jstype.UnionTypeBuilder:build()Lcom/google/javascript/rhino/jstype/JSType; NoneFix
com.google.javascript.rhino.jstype.ValueType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.jstype.VoidType:<init>(Lcom/google/javascript/rhino/jstype/JSTypeRegistry;)V NoneFix
com.google.javascript.rhino.Node:setVarArgs(Z)V NoneFix
com.google.javascript.rhino.Node:getJSType()Lcom/google/javascript/rhino/jstype/JSType; NoneFix
com.google.javascript.rhino.Node:getNext()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:putBooleanProp(IZ)V NoneFix
com.google.javascript.rhino.Node$StringNode:<init>(ILjava/lang/String;)V NoneFix
com.google.javascript.rhino.Node:getLastChild()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:putIntProp(II)V NoneFix
com.google.javascript.rhino.Node$PropListItem:<init>(Lcom/google/javascript/rhino/Node$1;)V NoneFix
com.google.javascript.rhino.Node:ensureProperty(I)Lcom/google/javascript/rhino/Node$PropListItem; NoneFix
com.google.javascript.rhino.Node:getFirstChild()Lcom/google/javascript/rhino/Node; NoneFix
com.google.javascript.rhino.Node:<init>(I)V NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$100(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$1000(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)I NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$200(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$2500(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$300(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$400(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$500(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$600(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$700(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$CommandLineConfig:access$800(Lcom/google/javascript/jscomp/AbstractCommandLineRunner$CommandLineConfig;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.AbstractCommandLineRunner$RunTimeStats:<init>(Lcom/google/javascript/jscomp/AbstractCommandLineRunner;Lcom/google/javascript/jscomp/AbstractCommandLineRunner$1;)V NoneFix
com.google.javascript.jscomp.BasicErrorManager$LeveledJSErrorComparator:<init>()V NoneFix
com.google.javascript.jscomp.CollapseVariableDeclarations:access$300(Lcom/google/javascript/jscomp/CollapseVariableDeclarations;)Ljava/util/Set; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:<init>(Lcom/google/javascript/jscomp/CommandLineRunner$1;)V NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$100(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1000(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1100(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)I NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1200(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Z NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1300(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1400(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Z NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1500(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1600(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1700(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1800(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$1900(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$200(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$2000(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$2100(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$2200(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$2300(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Lcom/google/javascript/jscomp/CompilerOptions$DevMode; NoneFix
com.google.javascript.jscomp.CommandLineRunner$Flags:access$2400(Lcom/google/javascript/jscomp/CommandLineRunner$Flags;)Z NoneFix
